id,price
0,2997.807393122222
1,5388.038878305321
2,9342.105776759978
3,4154.390173335722
4,1706.197349855718
5,6330.61756332085
6,4891.87455862577
7,4348.102558417261
8,5094.5234193810775
9,15910.127783225558
10,4317.303026298054
11,848.2048231835867
12,3285.9470976879156
13,1611.4586539361064
14,2447.8480200106296
15,1103.6200974639244
16,1497.9790284038882
17,4023.197356856249
18,4181.541120457082
19,871.1053066361169
20,2226.8975991726434
21,5173.451594256203
22,4186.559545427845
23,631.8980405603089
24,16869.668663917713
25,1073.2112577533019
26,586.1432527925703
27,965.0019873203597
28,1678.1390593447898
29,907.964753774528
30,10449.19026633206
31,547.808225332984
32,4050.7111516962627
33,730.7225086735159
34,611.7385469824013
35,2320.9341783378904
36,6370.776484824023
37,2799.2705078125
38,2891.567463924867
39,706.9574423505044
40,507.22385597663487
41,9056.673380793065
42,914.3397561402128
43,1930.1693838077565
44,10440.954214723672
45,2486.7197756547816
46,896.4695266327408
47,864.493954453779
48,1212.3592281687345
49,2850.650186476959
50,601.2460238432143
51,4638.377761340728
52,2863.5970149430905
53,7062.433846133952
54,5467.551667856219
55,2212.5035833605084
56,8973.456281846626
57,2525.2304969054862
58,4453.681980777527
59,2960.4093757649944
60,1230.8044003518899
61,508.13061750071887
62,6949.0981102638025
63,1194.703457318464
64,8855.139742251487
65,17592.18722127719
66,833.5668608909235
67,12152.815742616596
68,5271.780163714309
69,9017.68121963307
70,498.7804144681448
71,708.2325384501526
72,906.0751343628756
73,1264.6880398624717
74,5272.951921906001
75,1875.6134507913453
76,8723.197477628944
77,14145.930190982914
78,2777.3330884005954
79,6620.723253628808
80,11071.836954647077
81,2021.788312138971
82,13628.961863753033
83,6433.790196038469
84,832.8215171233422
85,8139.995355756184
86,1007.8885035437144
87,12229.440694569592
88,7924.558662795386
89,15016.820445457291
90,4760.051975100745
91,1335.1693469203103
92,993.7243242219402
93,785.2441847238354
94,17534.29296875
95,518.0043420722634
96,14164.654543265691
97,15224.120047426075
98,13007.82884733508
99,733.7915928225249
100,2551.638249809042
101,736.9920531109079
102,602.3964175892415
103,470.46964189950626
104,1032.227876765151
105,1646.288165981247
106,1311.655225232752
107,775.7562346129316
108,1107.7656946684624
109,707.1339862037221
110,735.4961311376334
111,968.8278016465608
112,1912.678219579237
113,1675.3591398963617
114,1491.4260644905703
115,5128.676733544621
116,5180.242043857736
117,16049.126420497005
118,488.50785980146907
119,16833.126464315024
120,1308.8666089865005
121,1695.1546167402746
122,1122.4360493132078
123,487.59925984835763
124,715.1922349361644
125,1296.2119430270134
126,1138.5740731282003
127,13036.917872432929
128,5315.440813012253
129,5226.700975727723
130,6291.622633214715
131,3597.4529649802826
132,6734.3623695203805
133,1026.4068370470968
134,4117.350089667277
135,1024.4555336416993
136,631.7626878856327
137,7308.366605796851
138,590.7157449133813
139,4373.352107002408
140,856.2210193452381
141,1021.9732130209231
142,3647.6640328435396
143,3392.794453734774
144,708.7903387064333
145,6381.377258323645
146,17078.31481908915
147,5178.232086089323
148,2561.189506724991
149,1821.6265706431016
150,2504.408203125
151,1674.733648815689
152,12028.33433953183
153,2836.290303787071
154,663.7262854426638
155,14685.339662000508
156,3735.2694555928792
157,2849.9184703971287
158,4010.122485775199
159,885.357709641472
160,7501.290286684615
161,9436.77415792882
162,670.4653080136864
163,673.2881713793308
164,5414.14780713817
165,11395.146911892687
166,3337.5194325862435
167,4658.603946050327
168,3476.981568009066
169,11779.309876240295
170,774.8677688268367
171,1677.584859518457
172,4509.599183257394
173,1993.8370009267273
174,6389.4512193026585
175,1764.1123713153252
176,4310.65327732334
177,3566.53473704904
178,2645.0245115408106
179,3459.647062677297
180,3481.7851269766134
181,1844.2292392737597
182,931.9306040800361
183,1685.0085013138705
184,750.6395502005106
185,4096.574776806665
186,889.6306929948772
187,881.1267394876481
188,510.6324590526021
189,1844.4571121274596
190,2267.965166156018
191,739.4005538116622
192,824.4681520965346
193,6400.649228214064
194,3773.636831795783
195,2595.168491026105
196,670.8614141268209
197,13062.18558921496
198,597.4013315680394
199,9027.881071693118
200,10594.16966265005
201,6450.18757013862
202,687.2926483657279
203,746.4159055995381
204,6436.549739461549
205,3566.9707325788463
206,704.2570954324846
207,3068.5662688502957
208,940.0369642038298
209,8661.098072767378
210,2724.8150597247322
211,7234.208335701834
212,11316.240865600574
213,400.6035489899642
214,1250.4358412242718
215,897.2128696511576
216,2632.879214872827
217,2657.227455269709
218,986.3453438107996
219,1174.9335926113038
220,2608.055628188001
221,2120.738778094381
222,9097.09319585339
223,985.0485972797827
224,1206.104716393595
225,4571.280468192401
226,3357.6318060580134
227,1956.413642970457
228,6583.763936561283
229,1911.0848609032168
230,5124.508109331116
231,1483.5918095679071
232,1248.7745691247887
233,1585.7951982673799
234,891.0055468552919
235,8277.465748044822
236,1207.7298273576741
237,972.5920955217202
238,4116.848456988834
239,8292.330003437024
240,5795.322114678149
241,885.4468301268844
242,15523.178552078438
243,4490.291543652291
244,458.50025527637604
245,1027.4413626190421
246,2443.3760014735935
247,7595.586449339951
248,10648.44445991485
249,5880.766383318614
250,5230.078469094518
251,1508.747125930742
252,2778.566463673296
253,4813.565520593447
254,5209.573161774117
255,1260.3693661065806
256,708.9623616897327
257,1952.4846967534575
258,846.1998801078535
259,14570.894894884641
260,6457.173200500691
261,4812.148390308345
262,1772.3434948986744
263,3656.3623949424045
264,718.3828936465563
265,2299.0006027068152
266,8958.699096679688
267,1745.1811924559725
268,1341.5490234375
269,8874.134498218862
270,7645.157717823735
271,798.0716261316853
272,4396.899506518096
273,5271.3708718473845
274,529.6071290850366
275,932.2521231746385
276,6158.43847087847
277,543.5171730004098
278,6546.7828095221785
279,8320.165138795099
280,1645.9717051199357
281,2703.869142384995
282,4089.805628611381
283,9297.287175107955
284,8973.936834751552
285,11011.109344257506
286,5181.763135302315
287,16052.314095585922
288,1691.5109837157265
289,5783.558785367432
290,442.2458243691595
291,8429.647084568764
292,16835.91760004679
293,844.0577267760741
294,7566.470449222648
295,1762.3016842709578
296,2239.9132769944704
297,719.8946369398915
298,474.8620427152441
299,5660.59312700227
300,2088.6880271968985
301,1194.3604295806194
302,3507.83692151035
303,5579.160449108607
304,5843.195943511466
305,8645.776919636457
306,1042.64688062687
307,1036.372736644502
308,1732.7376950063422
309,2136.7154032832946
310,1776.23287443545
311,501.8818233478655
312,7259.675598214962
313,5197.4902491776875
314,2435.7477271398766
315,10269.188655567068
316,680.9359845754202
317,1042.1080651154793
318,862.6790677355408
319,8261.325046600623
320,4881.517372532541
321,518.7805437348223
322,462.082042629109
323,507.5085904299446
324,956.1625488058553
325,5529.973731987072
326,1708.1158963794499
327,1834.7372934178486
328,6423.275089210507
329,706.2756342890877
330,17359.13941599324
331,2354.3110345102223
332,798.7009983976079
333,8596.100875474904
334,3236.204896894824
335,1808.5081723593073
336,15575.05996524634
337,861.7978888850008
338,903.5927121164835
339,6150.694415465648
340,693.0931781776256
341,1651.362307767132
342,710.574139512485
343,4288.104893951547
344,4292.547370799062
345,1809.9014541304507
346,695.2904400348485
347,2613.972783517355
348,4887.159288851806
349,810.3719833161392
350,3241.077521272355
351,486.35660092522596
352,2816.1767828472184
353,1975.3448805595408
354,633.1021602916857
355,1470.6898392279675
356,758.8817041874314
357,11427.548710661706
358,1506.9529696051484
359,514.308544791854
360,991.9625045387662
361,8239.794087040676
362,575.0771880348443
363,9021.681923443995
364,3633.867385501761
365,718.3561727573438
366,710.3571037625483
367,4681.752597369368
